3	0.0295928
3	0.031502
3	0.031502
3	0.025699
3	0.031502
3	0.0287224
3	0.031502
3	0.0271267
3	0.0184257
3	0.0279018
3	0.0271267
3	0.0305176
3	0.0287224
3	0.0271267
3	0.0263936
3	0.0287224
3	0.0295928
3	0.0295928
3	0.031502
3	0.0287224
3.30103	0.0591856
3.30103	0.0574449
3.30103	0.063004
3.30103	0.0454215
3.30103	0.0591856
3.30103	0.0527872
3.30103	0.0500801
3.30103	0.0434028
3.30103	0.0610352
3.30103	0.046503
3.30103	0.0443892
3.30103	0.0558036
3.30103	0.0651042
3.30103	0.0415559
3.30103	0.0574449
3.30103	0.0542535
3.30103	0.0591856
3.30103	0.0542535
3.30103	0.0558036
3.30103	0.0610352
3.69897	0.15751
3.69897	0.110973
3.69897	0.0957414
3.69897	0.147964
3.69897	0.152588
3.69897	0.139509
3.69897	0.143744
3.69897	0.15751
3.69897	0.101725
3.69897	0.128495
3.69897	0.106148
3.69897	0.0957414
3.69897	0.1252
3.69897	0.106148
3.69897	0.131968
3.69897	0.10389
3.69897	0.10389
3.69897	0.135634
3.69897	0.106148
3.69897	0.135634
4	0.217014
4	0.305176
4	0.279018
4	0.305176
4	0.31502
4	0.1878
4	0.279018
4	0.305176
4	0.31502
4	0.287224
4	0.271267
4	0.287224
4	0.31502
4	0.250401
4	0.250401
4	0.279018
4	0.279018
4	0.295928
4	0.287224
4	0.31502
4.30103	0.591856
4.30103	0.615157
4.30103	0.594672
4.30103	0.591856
4.30103	0.651042
4.30103	0.612745
4.30103	0.560538
4.30103	0.559534
4.30103	0.527872
4.30103	0.63004
4.30103	0.583567
4.30103	0.48151
4.30103	0.568182
4.30103	0.580855
4.30103	0.563571
4.30103	0.591856
4.30103	0.613949
4.30103	0.612745
4.30103	0.574449
4.30103	0.574449
4.69897	1.29992
4.69897	1.39509
4.69897	1.33092
4.69897	1.31968
4.69897	1.32079
4.69897	1.35634
4.69897	4.10105
4.69897	1.35634
4.69897	1.22357
4.69897	1.3389
4.69897	1.25603
4.69897	1.35634
4.69897	1.32753
4.69897	1.30426
4.69897	2.44141
4.69897	1.31968
4.69897	1.32753
4.69897	5.42535
4.69897	1.28495
4.69897	1.43612
5	9.76562
5	8.87784
5	9.76562
5	8.87784
5	9.76562
5	8.87784
5	8.87784
5	9.76562
5	9.76562
5	9.76562
5	9.76562
5	9.76562
5	9.76562
5	8.87784
5	8.87784
5	4.43892
5	9.76562
5	3.6169
5	4.43892
5	9.76562
5.30103	13.9509
5.30103	13.9509
5.30103	15.024
5.30103	13.9509
5.30103	15.024
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	15.024
5.30103	15.024
5.30103	13.9509
5.30103	13.9509
5.30103	13.9509
5.30103	15.024
5.69897	12.207
5.69897	11.9093
5.69897	11.9093
5.69897	12.207
5.69897	12.207
5.69897	11.9093
5.69897	11.9093
5.69897	11.9093
5.69897	11.9366
5.69897	11.9093
5.69897	12.207
5.69897	12.207
5.69897	12.207
5.69897	12.207
5.69897	12.0843
5.69897	12.207
5.69897	12.207
5.69897	12.207
5.69897	12.3032
5.69897	12.207
6	13.0698
6	13.1027
6	13.0917
6	13.1968
6	13.1968
6	13.1968
6	12.9346
6	13.0208
6	13.0863
6	13.1192
6	13.1027
6	13.1247
6	13.0371
6	13.1027
6	13.0208
6	13.0208
6	13.0917
6	13.0426
6	13.0208
6	13.0698
